Nombre para mostrar;Clr Clb Newucmdb;Clr Service Code;Subtipo;Grupo de administración de configuración;Clr Istatus;Título;Comentarios;Clr Arr Location;Fecha y hora de modificación del sistema
"intappbog01";"true";"IHA0082";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP  // BOGOTA - DATACENTER TRIARA  // HOSTING (HOSTING VIRTUAL) //AUTOMATICO MASIVO INCIDENTES";"CLT314_TRI_COM_OCTADECACORE09_ACI_ADD | Virtualization Layer Software (c-tfm4569-gaf03-08-sr645)";"16/03/23 22:41:07"
"prdpvwts3gautap";"true";"ZBHB347";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP//BOGOTÁ//DATACENTER TRIARA, KM. 7.5 VÍA SIBERIA CELTA TRADE PARK (FUNZA, CUNDINAMARCA)//SERVICIOS ESPECIALES DATACENTER (SERVIDORES VIRTUALES)//NO APLICA";"CLT001_PREVISORA_TRIARA | Virtualization Layer Software (d-zbhb423-gaf03-29-dl360g10)";"21/03/23 22:33:40"
"prdavwpdnsap";"true";"ZBHB379";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP//BOGOTÁ//DATACENTER TRIARA, KM. 7.5 VÍA SIBERIA CELTA TRADE PARK (FUNZA, CUNDINAMARCA)//SERVICIOS ESPECIALES DATACENTER (SERVIDORES VIRTUALES)//NO APLICA";"CLT001_PREVISORA_TRIARA | Virtualization Layer Software (d-zbhb423-gaf03-29-dl360g10)";"22/04/23 21:07:16"
"srvadp1";"true";"PJG0009";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOAV CORP // BOGOTA	FACILPASS  HOSTING";"CLT314_TRI_COM_OCTADECACORE09_ACI_ADD | Virtualization Layer Software (c-tfm4569-gaf03-08-sr645)";"21/04/23 22:33:57"
"cej0008-jboss";"true";"DON0017";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COMERCIAL CORP // CORREO // HOSTING (Hosting Virtual) // Data Center TRIARA - BOGOTA";"CLT305_TRI_COM_OCTADECACORE_FP | Virtualization Layer Software (c-tfm2254-far30-0416-ch121v3)";"17/02/23 22:39:03"
"prdpvwpsarlfrb2";"true";"ZBHB326";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP//BOGOTÁ//DATACENTER TRIARA, KM. 7.5 VÍA SIBERIA CELTA TRADE PARK (FUNZA, CUNDINAMARCA)//SERVICIOS ESPECIALES DATACENTER (SERVIDORES VIRTUALES)//NO APLICA // REMPLAZO DE OT 16395900 //";"CLT001_PREVISORA_TRIARA | Virtualization Layer Software (d-zbhb424-gaf03-28-dl360g10)";"30/03/23 22:39:41"
"sm_db_sql1";"true";"TFM3037";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // CORREO // BOGOTÁ // TRIARA // SERVIDOR VIRTUAL PCCAAS AMB PREPRODUCTIVOS NEXA SERVER 4 // HOSTING (HOSTING VIRTUAL) //";"CLT307_TRI_COM_OCTADECACORE03_FP | Virtualization Layer Software (c-tfm2537-cn05-0207-ch121v5.datacenterdhs.local)";"14/04/23 22:32:52"
"hsjserverap4";"true";"EVN0028";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERICAL CORPO  // CORREO BOGOTA //TRIARA  //HOSTING (HOSTING VIRTUAL)";"CLT307_TRI_COM_OCTADECACORE03_FP | Virtualization Layer Software (c-tfm2531-cn05-0201-ch121v5.datacenterdhs.local)";"19/04/23 22:45:19"
"pruserverweb";"true";"OCH0065";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP//BOGOTA //TRIARA // HOSTING (HOSTING VIRTUAL) //FO";"CLT309_TRI_COM_OCTADECACORE05_ACI | Virtualization Layer Software (d-tfm3143-fbe38-0209-sn550g2)";"17/04/23 22:44:21"
"fbk-db";"true";"FKB0012";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"** FIMPROEX  2017 // SERVIDOR BD PRODUCCION";"CLT310_TRI_COM_OCTADECACORE06_ACI | Virtualization Layer Software";"19/04/23 22:50:35"
"win-84v6d7s2h0j";"true";"TFM2961";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI_PROYECTO_SAC_HEC_VIRTUAL_2";"CLT101_TRI_INT_SAPHEC_GESTION | Virtualization Layer Software (d-tfm2772-ck06-0502-sn550g2)";"24/02/23 22:34:32"
"hacbwp";"true";"IHA0052";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP  // BOGOTA - DATACENTER TRIARA  // HOSTING (HOSTING VIRTUAL) //AUTOMATICO MASIVO INCIDENTES";"CLT104_TRI_INT_SAPHANA | Virtualization Layer Software (d-tmf4631-faw30-27-sr950)";"04/04/23 08:55:14"
"addns1central";"true";"TTI6060";"Windows";"Datacenter - Admin Microsoft";"(activo)";"CORE";"UCS_AD-DNS_1_CENTRAL_Server";"";"20/02/23 15:51:22"
"srv-aconnectc";"true";"EBR0653";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP  // BOGOTA // TRIARA // HOSTING (HOSTING VIRTUAL) //  //AUTOMATICO MASIVO INCIDENTES";"CLT314_TRI_COM_OCTADECACORE09_ACI_ADD | Virtualization Layer Software (c-tfm4567-gbd15-22-sr645)";"25/03/23 21:07:50"
"ctapprecord2-3";"true";"TFM3593";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING COMPARTIDO";"SOP COM CORP  // BOGOTÁ // TRIARA // HOSTING_CRECIMIENTO BANCOLOMBIA 1_ORTEZAL // HOSTING (HOSTING DEDICADO)";"CLT203_PCAAS_ORTEZAL | Virtualization Layer Software (d-tfm3240-ac19-0402-sn550g2)";"15/04/23 21:08:34"
"hsjserverlinik1";"true";"EVN0020";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERICAL CORPO  // CORREO BOGOTA //TRIARA  //HOSTING (HOSTING VIRTUAL)";"CLT307_TRI_COM_OCTADECACORE03_FP | Virtualization Layer Software (c-tfm3083-cn05-0215-ch121v5.datacenterdhs.local)";"17/04/23 22:35:48"
"pcsmv-serviteso";"true";"SAS0301";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"MV PC GOLIAT";"CLT126_TRI_DED_GRUPOAVAL004_FP | Virtualization Layer Software (d-tfm2542-cv20-0201-ch121v3)";"18/04/23 22:36:27"
"wipadbprdsql01";"true";"SAS0152";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP , CORREO // BOGOTA // MV BD AGRESSO, BISUIT, ALFABISO - PRODUCCIÓN // MV BD AGRESSO, BISUIT, ALFABISO - PRODUCCIÓN // HOSTING (HOSTING VIRTUAL) //";"CLT126_TRI_DED_GRUPOAVAL004_FP | Virtualization Layer Software (d-tfm2543-cv20-0202-ch12lv3)";"18/02/23 21:16:31"
"pruprv229";"true";"PRV1025";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"Portal Transaccional 2016 - Triara - Servidor virtual WFE Preproducción // PRV1025";"CLT153_TRI_DED_GRUPOAVAL008_IPA | Virtualization Layer Software";"17/04/23 22:43:33"
"girall2bta21";"true";"BBT4393";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOPORTE COMERCIAL CORP//CORREO// DATACENTER ORTEZAL  // SERVICIOS PROFESIONALES ADMINISTRADOS // SERVICIOS DATACENTER  // 1 MBPS";"CLT216_TRI_INT_PCAAS | Virtualization Layer Software (d-tfm2487-fbd30-2607-bl460cg10)";"14/04/23 22:32:06"
"hsjservercompo2";"true";"EVN0038";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERICAL CORPO  // CORREO BOGOTA //TRIARA  //HOSTING (HOSTING VIRTUAL) EVN0038";"CLT307_TRI_COM_OCTADECACORE03_FP | Virtualization Layer Software (c-tfm2796-eq18-0206-ch121v5)";"17/02/23 22:42:26"
"ceiba";"true";"CME0297";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"Instalación por Traslado entre Clientes";"B3_M18_02(oa-941882723967) | blade.4";"22/04/23 20:48:06"
"vmpcorozo";"true";"UCS0082";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"DLok - Servicio de virtualizacion producción principal (TRIARA)";"CLT154_TRI_DED_CONSORCIO | Virtualization Layer Software (d-cme0295-ed18-38-dl360g10)";"18/04/23 22:43:44"
"minos";"true";"FLP0111";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCIAL CORPO // CORREO //   HOSTING (STORAGE CENTRALIZADO)//NO APLICA//BOGOTÁ//TRIARA";"CLT306_TRI_COM_OCTADECACORE02_FP | Virtualization Layer Software (c-tfm2451-cn05-0210-ch121v3.datacenterdhs.local)";"17/02/23 22:36:39"
"pr0980report1";"true";"ZBHB183";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP//MEDELLÍN//DATACENTER EL POBLADO, GTD COLOMBIA, CARRERA. 45 #14 -111//SERVICIOS ESPECIALES DATACENTER (SERVIDORES VIRTUALES)//NO APLICA";"CLT001_PREVISORA_TRIARA | Virtualization Layer Software (d-zbhb438-gaf03-27-dl360g10)";"21/03/23 22:38:08"
"icoldata03n";"true";"IOD0161";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCIAL CORP//CORREO//HOSTING (HOSTING VIRTUAL)-//DATACENTER TRIARA//BOGOTA  // REEMPLAZO DE OT  12327184";"CLT306_TRI_COM_OCTADECACORE02_FP | Virtualization Layer Software (c-tfm2452-eq18-0201-ch121v3.datacenterdhs.local)";"17/04/23 22:42:37"
"rapidoapp01";"true";"TRY0053";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"// MEDELLIN - ZTE // SOPORTE COMERCIAL CORP//CORREO//HOSTING (HOSTING VIRTUAL)//TV 78 # 65-196//MEDELLIN//SEDE PRINCIPAL";"CLT306_TRI_COM_OCTADECACORE02_FP | Virtualization Layer Software (c-tfm2452-eq18-0201-ch121v3.datacenterdhs.local)";"17/02/23 22:32:54"
"cxcbdpru";"true";"ZBND008";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP// MEDELLIN // DATACENTER MEGACENTER - CLARO // HOSTING (HOSTING VIRTUAL) //";"CLT301_MGC_COM_OCTADECACORE | Virtualization Layer Software (c-tfm2976-2nn09-0210-ch121v3)";"18/02/23 21:16:06"
"cej0014";"true";"CEJ0014";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"Instalación por Traslado entre Clientes";"CLT305_TRI_COM_OCTADECACORE_FP | Virtualization Layer Software (c-tfm1884-far30-0411-ch121v3.datacenterdhs.local)";"17/02/23 22:40:58"
"cmuip2";"true";"TFM2142";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI_PROYECTO_GESTIÓN_Y_MONITOREO_PROY_SOC_VIRTUAL_25";"CLT212_TRI_INT_GESTION_MONITOREO | Virtualization Layer Software (d-tfm2014-ef26-3536-rh2288v3)";"24/03/23 22:40:09"
"centraldbbk";"true";"ROFW063";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP  // MEDELLIN // MEGACENTER // HOSTING (HOSTING VIRTUAL)  //AUTOMATICO MASIVO INCIDENTES";"CLT303_MGC_COM_QUADOCTACORE | Virtualization Layer Software (c-tfm4538-2qr06-08-sr645)";"18/02/23 21:05:13"
"fiduad02";"true";"SFD0091";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COMERCIAL // CORREO // BOGOTA // DATACENTER TRIARA // HOSTING (HOSTING VIRTUAL)";"CLT301_MGC_COM_OCTADECACORE | Virtualization Layer Software (c-tfm2441-2nn09-0201-ch121v3)";"18/02/23 21:13:11"
"fpsrv0101";"true";"EYQ0048";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"Instalación por Traslado entre Clientes";"CLT116_TRI_DED_GRUPOAVAL003 | Virtualization Layer Software (d-tfm1006-ej23-2201-bl620g7)";"17/02/23 22:32:54"
"wpollerprod16";"true";"ZAZ0073";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI_PROYECTO_CLARO_CRECIMIENTO_SOLARWINDS_VIRTUAL_02";"CLT221_TRI_INT_GESTIONCLARO | Virtualization Layer Software (d-tfm2936-gae15-0201-ch121v5)";"14/04/23 22:35:46"
"ecomprddb";"true";"CRYS206";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCIAL CORP//CORREO//HOSTING (HOSTING VIRTUAL)//DC TRIARA//BOGOTA//WINTEL // ECOMPRDDB01";"CLT308_TRI_COM_OCTADECACORE04_FP | Virtualization Layer Software (c-tfm2536-eq18-0215-ch121v5)";"17/04/23 22:35:45"
"wfm-3-aval-1-1";"true";"TFM3289";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCIAL CORPO // CORREO BOGOTÁ //TRIARA //SERVIDOR VIRTUAL PCCAAS NUEVOS TENANTS PRODUCTIVOS NEXA TRIARA SERVER 101 //HOSTING (HOSTING VIRTUAL)";"CLT219_TRI_INT_PCAAS | Virtualization Layer Software (d-tfm3180-fbe41-0202-sn550g2)";"24/03/23 22:36:53"
"sm-db-labgea1";"true";"TFM2430";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // CORREO // BOGOTA // TRIARA // SERVIDOR VIRTUAL AMBIENTE DE PRUEBAS PCCAAS BANCOLOMBIA_TRIARA 4 // HOSTING (HOSTING DEDICADO)";"CLT306_TRI_COM_OCTADECACORE02_FP | Virtualization Layer Software (c-tfm2454-cn05-0214-ch121v3)";"17/02/23 22:41:34"
"wipprdpsvv01";"true";"SAS0237";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"MV PSM/PVWA PUM - Producción";"CLT126_TRI_DED_GRUPOAVAL004_FP | Virtualization Layer Software (d-tfm3743-cv20-0207-ch121v3.datacenterdhs.local)";"17/04/23 22:34:26"
"prdpvwps2gbrk2";"true";"ZBHB207";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP//MEDELLÍN//DATACENTER EL POBLADO, GTD COLOMBIA, CRA. 45 #14 -111//SERVICIOS ESPECIALES DATACENTER (SERVIDORES VIRTUALES)//NO APLICA";"CLT001_PREVISORA_TRIARA | Virtualization Layer Software (d-zbhb422-gae03-29-dl360g10)";"21/03/23 22:39:13"
"pronetsql1-1";"true";"TFM1795";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI-NETCRACKER WINDOWS SERVER SQL DCV PRODUCTIVO";"CCP-PP01-CL01 | Virtualization Layer Software (ccp-pp01-cl01-esxvs013)";"08/04/23 21:05:22"
"trisrvdbbi";"true";"OCH0098";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP//BOGOTA //TRIARA // HOSTING (HOSTING VIRTUAL) //FO";"CLT141_TRI_DED_CLIGRALNORTE_ACI | Virtualization Layer Software";"18/02/23 21:08:51"
"crd-ortzpru-069";"true";"ASY0069";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP  // BOGOTA  // DATA CENTER TRIARA // HOSTING (HOSTING VIRTUAL) //AUTOMATICO MASIVO INCIDENTES";"CLT303_ORT_COM_DECACORE003 | Virtualization Layer Software (c-tfm4314-aav16-35-1288hv5)";"17/02/23 22:39:14"
"rscsrvte03";"true";"RDS0051";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COMERCIAL CORP // HOSTING (HOSTING VIRTUAL)// DATACENTER TRIARA // BOGOTA";"CLT305_TRI_COM_OCTADECACORE_FP | Virtualization Layer Software (c-tfm2254-far30-0416-ch121v3)";"17/02/23 22:35:42"
"srvv7cascont";"true";"ZGKK295";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP//  BOGOTÁ DC // DC INVIMA // SERVICIOS ESPECIALES DATACENTER (SERVICIOS ADMINISTRADOS IT)";"";"22/04/23 20:44:27"
"wfm1-1";"true";"TFM4585";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI_PROYECTO_MIGRACIÓN_SERVIDORES_PROYECTO_PCCAAS_2008_VIRTUAL_1";"CLT220_TRI_INT_PCAAS | Virtualization Layer Software (d-tfm3758-gah12-0206-sn550g2)";"14/04/23 22:32:41"
"prdpvwpfsn2";"true";"ZBHB560";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP  // BOGOTÁ // DATACENTER TRIARA, KILOMETRO. 7.5 VÍA SIBERIA CELTA TRADE PARK (FUNZA, CUNDINAMARCA) // HOSTING (HOSTING VIRTUAL) //  //  //AUTOMATICO MASIVO INCIDENTES";"CLT001_PREVISORA_TRIARA | Virtualization Layer Software (d-zbhb423-gaf03-29-dl360g10)";"18/04/23 22:45:30"
"ga_web_dgh";"true";"GDZ0019";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP//HOSTING (HOSTING VIRTUAL)////TRIARA//BOGOTA //AUTOMATICO MASIVO INCIDENTES";"CLT313_TRI_COM_OCTADECACORE08_ACI | Virtualization Layer Software (c-tfm4073-gai12-0201-ch121v5)";"17/04/23 22:45:55"
"bna0028";"true";"BNA0028";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCIAL CORPO // CORREO // BOGOTA //  DATACENTER TRIARA //  HOSTING (HOSTING VIRTUAL) BNA0028";"CLT305_TRI_COM_OCTADECACORE_FP | Virtualization Layer Software (c-tfm2254-far30-0416-ch121v3)";"17/02/23 22:38:18"
"wgraprod01";"true";"TQRT366";"Windows";"Datacenter - Admin Microsoft";"(activo)";"CORE";"TARIFICADOR PCSISTEL: ACTUALIZACION SO - TELEFONIA ORTEZAL";"CLT202_TELEFONIAB200M3_ORTEZAL | Virtualization Layer Software (d-ttu6223-oax03-1708-b200m3)";"18/02/23 21:12:26"
"stage";"true";"FLP0393";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP// BOGOTÁ // DC TRIARA // SERVICIOS ESPECIALES DATACENTER (SERVICIOS ADMINISTRADOS IT) //  COLLOCATION FIDUPREVISORA //";"CLT310_TRI_COM_OCTADECACORE06_ACI | Virtualization Layer Software (d-tfm3141-fbe38-0207-sn550g2)";"31/03/23 22:38:47"
"quinua_old";"true";"CME0392";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COMERCIAL CORP // CORREO // HOSTING // TRIARA - BOGOTA CME0392";"B4_AV38_U12(oa-1c98ec1fe2bf) | blade.11";"24/02/23 21:14:39"
"srvvsyslog";"true";"ZGKK211";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP//  BOGOTÁ DC // DC INVIMA // SERVICIOS ESPECIALES DATACENTER (SERVICIOS ADMINISTRADOS IT)";"";"22/04/23 20:44:23"
"srvconthv01";"true";"CMREY104";"Windows";"Datacenter - Admin Microsoft";"(activo)";"";"";"";"22/03/23 21:23:13"
"spotlightbd";"true";"TFM3090";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI_PROYECTO_SPOTLIGHT_VIRTUAL_2";"CLT216_TRI_INT_PCAAS | Virtualization Layer Software (d-tfm2487-fbd30-2607-bl460cg10)";"14/04/23 22:31:18"
"webapi1-1";"true";"TFM1308";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COMERCIAL// HOSTING// Triara  BOGOTA";"CLT206_TRI_INT_PCAAS | Virtualization Layer Software (d-att3897-fbd30-2602-bl460cg8.datacenterdhs.local)";"14/04/23 22:44:16"
"scebdprd";"true";"UEV0203";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // BOGOTA // DC TRIARA // HOSTING (HOSTING VIRTUAL)";"CLT312_TRI_COM_OCTADECACORE07_ACI | Virtualization Layer Software (c-tfm3935-gax15-0203-ch121v5)";"10/04/23 22:43:47"
"rapidoapp03";"true";"TRY0051";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"// MEDELLIN - ZTE // SOPORTE COMERCIAL CORP//CORREO//HOSTING (HOSTING VIRTUAL)//TV 78 # 65-196//MEDELLIN//SEDE PRINCIPAL";"CLT306_TRI_COM_OCTADECACORE02_FP | Virtualization Layer Software (c-tfm2452-eq18-0201-ch121v3.datacenterdhs.local)";"17/04/23 22:42:39"
"prdpvwtsqldb";"true";"ZBHB361";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP//BOGOTÁ//DATACENTER TRIARA, KM. 7.5 VÍA SIBERIA CELTA TRADE PARK (FUNZA, CUNDINAMARCA)//SERVICIOS ESPECIALES DATACENTER (SERVIDORES VIRTUALES)//NO APLICA";"CLT001_PREVISORA_TRIARA | Virtualization Layer Software (d-zbhb421-gae03-28-dl360g10)";"21/03/23 22:36:52"
"apppacs";"true";"OFB0044";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // BOGOTA // DATACENTER TRIARA // HOSTING (HOSTING VIRTUAL) //AUTOMATICO MASIVO INCIDENTES";"CLT313_TRI_COM_OCTADECACORE08_ACI | Virtualization Layer Software (c-tfm4067-gax15-0210-ch121v5)";"28/03/23 18:44:16"
"vdi01";"true";"FIR0052";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP // BOGOTA // TRIARA // SERVICIOS ESPECIALES DATACENTER (SERVICIOS PROFESIONALES IT)";"CLT309_TRI_COM_OCTADECACORE05_ACI | Virtualization Layer Software (c-tfm3136-fbe38-0202-sn550g2)";"13/03/23 22:37:14"
"sentinel";"true";"VDI0168";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // HOSTING // SERVIDOR NICE SENTINEL - GRABACIÓN HA";"CLT116_TRI_DED_GRUPOAVAL003 | Virtualization Layer Software";"17/02/23 22:35:56"
"bodysqln1";"true";"IRD0365";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COMERCIAL CORP // CORREO // SIBERIA // DATACENTER TRIARA // EXCLUIDOS // HOSTING";"";"18/02/23 20:36:10"
"reporting1-1";"true";"TFM1257";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COMERCIAL// HOSTING// Triara  BOGOTA";"CLT206_TRI_INT_PCAAS | Virtualization Layer Software (d-att3896-fbd30-2601-bl460cg8)";"11/04/23 22:37:10"
"bdorion01";"true";"ZAZ0030";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI_PROYECTO_SOLARWINDS_CORPORATIVO_VIRTUAL_2";"";"22/04/23 20:43:06"
"fielopolisdbcert";"true";"CIN0476";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCIAL CORP // CORREO // BOGOTÁ // TRIARA // HOSTING (HOSTING DEDICADO)";"";"17/02/23 21:29:07"
"srvvsfbfe03";"true";"ZGKK169";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP//  BOGOTÁ DC // DC INVIMA // SERVICIOS ESPECIALES DATACENTER (SERVICIOS ADMINISTRADOS IT)";"";"22/04/23 20:44:15"
"prdpvwts3gr2ap4";"true";"ZBHB350";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP//BOGOTÁ//DATACENTER TRIARA, KM. 7.5 VÍA SIBERIA CELTA TRADE PARK (FUNZA, CUNDINAMARCA)//SERVICIOS ESPECIALES DATACENTER (SERVIDORES VIRTUALES)//NO APLICA";"CLT001_PREVISORA_TRIARA | Virtualization Layer Software (d-zbhb420-gae03-27-dl360g10)";"21/03/23 22:41:31"
"hacprt";"true";"IHA0018";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP  // BOGOTA - DATACENTER TRIARA  // HOSTING (HOSTING VIRTUAL) //AUTOMATICO MASIVO INCIDENTES";"CLT103_TRI_INT_SAPHOSTINGCLIENTES | Virtualization Layer Software (d-tfm2776-ck06-0506-sn550g2.datacenterdhs.local)";"18/02/23 21:16:25"
"srvservipgd";"true";"CSP0023";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COMERCIAL CORP // CORREO //  BOGOTA TRIARA // HOSTING";"CLT304_TRI_COM_DECACORE003_FP | Virtualization Layer Software (c-tfm1731-fae22-1210-bl460cg9.datacenterdhs.local)";"17/02/23 22:37:08"
"vmplimon";"true";"UCS0082";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"DLok - Servicio de virtualizacion producción principal (TRIARA)";"CLT112_TRI_DED_CONSORCIOPRODUCCION | Virtualization Layer Software (d-cme0296-fav38-1202-bl460cg9.datacenterdhs.local)";"18/02/23 21:04:45"
"gms-pcaas-1";"true";"VENT084";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"BD IVR BCO BOGOTÁ";"CLT219_TRI_INT_PCAAS | Virtualization Layer Software (d-tfm3180-fbe41-0202-sn550g2)";"14/04/23 22:44:15"
"jr0701-01";"true";"FQA0218";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP// BOGOTÁ DC // DATACENTER TRIARA // HOSTING (HOSTING VIRTUAL)";"CLT142_TRI_DED_COREC1_ACI | Virtualization Layer Software (d-fqa0152-gbd15-18-2288hv5)";"17/02/23 22:31:43"
